review_id,hotel_id,review_usercity,review_date,name,review
188227404,VCBCX1,Unknown,2013-12-21,Vancouver X Inn,"This was our first trip ti Vancouver (and Canada). This hotel is about a 20 minute train trip from the city center and water front but the train station is just a street or two away from the hotel, there is also a bus station nearby if you fancy a bus trip into town! There is a supermarket, a huge shopping center and lot of restaurants very close by too. To me, it seemed to be a area dominated by Asian shops and foods, which was wonderful! The hotel staff were very helpful and friendly. The room was great and kept spotless while we were there."
603130672,VCBCX1,Unknown,2018-08-05,Vancouver X Inn,"Excellent location, within walking distance from the Metro station, Metropolis mall, Pricesmart grocery store and Halal food whih is located right behind the hotel.The Filipino lady at the front desk (apologies I forgot her name) was very professional and kind. Mr.Raju at the conceirge was knowlegable and professional and helped us plan our activities.Ronaldo Santos the Bell man was helpful and extremely kind to my kids.The hotel room I stayed in was at the 14th floor, it was clean and nice. I would definitely stay there again."
632946445,VCBCX1,Unknown,2018-11-12,Vancouver X Inn,"The entire staff was excellent and went beyond expectations. My companion became ill and they went out of their way to make her feel better. The manager went as far as going out to get pain medication for her and having a microwave brought to our room. With service like this, we will continue to come back each year. The location has access to a great balance of city vibe and neighborhood feel. There is so much you can walk to if you are interested in taking scenic excursions. I have no complaints whatsoever."
493689401,VCBCX1,Unknown,2017-06-17,Vancouver X Inn,"It's 3.15am in the morning, I have two young babies and no CRIBS are available it's pure and utter torture we have had no sleep even though I called ahead before and requested them. Just told to sleep with them in bed which is impossible and unsafe with two of them. This is a night from hell. This is disgraceful and totally unfair. Hotel of bloody torture this is. Will never ever be staying here again. If you have children don't stay here your more than likely won't get a crib! Beware!!!"
427724843,VCBCX1,Unknown,2016-10-13,Vancouver X Inn,"Vancouver has a lot of hotels - The XT Metrotown is a great hotel for business travelers.   It's a full service hotel and it has all of the amenities and services that you need.   Personally, I like it because of its location - I can easily drive to job sites - and if I want to go downtown, Translink station is close by.This is not the newest property but it's well maintained and nice and clean.   Staff are very friendly and helpful and speak multiple languages."
357298156,VCBCX1,Unknown,2016-03-21,Vancouver X Inn,"We stayed here for just one weekend.  We never did use the internet, gym or pool. As we were too busy with friends and family.  But the view was nice, staff were great, room was very clean.  My husband and I would definitely stay there again. The location perfect; we could walk to shopping or restaurants, and use the sky train to get downtown. We do not like to drive much in Vancouver, so we left our car in the underground parking- which was extra, but worth it."
207977422,VCBCX1,Unknown,2014-05-29,Vancouver X Inn,"The rooms are spacious, immaculate and the bed is luxurious.  The hotel was very quiet and the restaurant has an extensive buffet.   Would highly recommend this hotel to anyone staying in Burnaby.  Below the hotel is the delightful Crystal Mall which is an Asian Shopping Mall and across the street is a beautiful park.  Within a short block is the Metro Mall which is fantastic and offers all high brand name stores.  The location of this hotel cannot be matched!!"
542125603,VCBCX1,Unknown,2017-11-19,Vancouver X Inn,This is the second year we have stayed at this hotel because of an event we attend. It is kind of an expensive hotel with expensive parking charges. We have never eaten in the hotel as there are a lot of less expensive alternatives for meals close by. If we did not get a group rate we would probably look for a less expensive alternative.  One thing to note - the beds seem kind of hard. By the third of the 6 nights we were there it was getting uncomfortable.
210704268,VCBCX1,Unknown,2014-06-17,Vancouver X Inn,"why stay downtown when you can beat congestion by staying here? easy to reach all downtown activities n Richmond. located next to a mall with great Asian cuisine food court. disappointed in the small pool n spa size, though n the fact that its difficult to reach (definitely Not handicap accessible!).  but room was large, beds comfortable, view wonderful. parking is an extra $11.00/night charge, though.  really??? Why? breakfast buffet was great, but pricey."
460176110,VCBCX1,Unknown,2017-02-15,Vancouver X Inn,"We would like to commend your staff Eddie. We booked 4 rooms next to each other on the 8th floor as we were all from out of town and went to Vancouver to attend a friend's funeral. On our last night, feb11,  we ordered soda to be brought to our room. When he learned we were having a get together to celebrate memories of our friend's life, he brought us plates, forks, chips and nuts! We were surprised and deeply touched with the gesture. Thank you Eddie!"
274211719,VCBCX1,Unknown,2015-05-24,Vancouver X Inn,"No need to pay exorbitant Vancouver downtown prices. This hotel worked out well for us. We got the King suite and was perfect for 2 adults and 2 kids. Hotel and rooms were very clean, staff friendly and helpful. Metrotown Skytrain station just 5 min walk away so very easy and reasonably priced to get to and from Vancouver downtown. Chinese food court of the adjacent Crystal Mall accessible from the 2nd floor with great Chinese and Malaysian options."
640437177,VCBCX1,Unknown,2018-12-18,Vancouver X Inn,"I have stayed in this XT many times and it never disappoints, it is likely my favorite XT property.  There are a number of good restaurants within walking distance, although the food and service at the in house restaurant and bar normally keep me here.  If you want to head downtown the sky train is only a block away, it's about a 20 min ride.  For exercise, Central Park is a quick walk and offers a great trail and 5k path for a jog."
528619112,VCBCX1,Unknown,2017-09-30,Vancouver X Inn,"This hotel is not in downtown, but it is very close to the sky train, that takes you to downtown in about half hour. It is also close to the Metrotown bus stand, where I got off when I came from Victoria by the ferry and then by bus. The metrotown mall is at the bus stand, 2 mins walking distance from the hotel, so there are lots of eating options here as well in the mallâ€™s food court. In that way, XT Metrotown is very well connected."
176000655,VCBCX1,Unknown,2013-09-05,Vancouver X Inn,"I've been travelling to the Metrotown XT for over 4 years, monthly, for business purposes and have had consistent, professional, kind and caring service from each and every staff, every visit. They know their jobs, always go the extra mile, are friendly, kind and sincere. They truly enjoy making every guests' stay comfortable and worry free. I know this because of how I am treated and how I see them treat other guests. Like family!"
397457911,VCBCX1,Unknown,2016-07-25,Vancouver X Inn,"This hotel has everything you need plus the nicest staff.  My key stopped working in the elevator and, the second time resetting it, the gentleman at the check-in counter came out to the elevator to try it himself.  He made sure I didn't have any problems.  As a woman often travelling alone, I felt very safe and comfortable.  Windows don't let a hint of outdoor sound in - totally quiet even with all the construction in the area."
497789391,VCBCX1,Unknown,2017-07-01,Vancouver X Inn,"Stayed here using XT Honors points. The hotel is about 20 minutes outside of downtown Vancouver next to the enormous Metropolis Mall. The sky train is one block away and it will zip you into downtown. The hotel is comfortable, the room was clean and the service was really friendly and accommodating. The food is pricey, but in line for Vancouver (the 3rd most expensive city in the world). Had a nice five night stay."
333416739,VCBCX1,Unknown,2015-12-16,Vancouver X Inn,"I travel 40 weeks out of the year and have been a loyal XT guest for many, many years. Of all the XT brand hotels, this is my favorite. It has been two years or so since my last visit and it is still great. The staff, especially Jennifer in the Opal lounge are superb. Walking distance to Metrotown and Skytrain are added bonuses. Thank you for making my business trip relaxing and comfortable once again."
609668219,VCBCX1,Unknown,2018-08-23,Vancouver X Inn,"Room was a King bed  delux on the 9th floor. Separate bedroom from living area. Clean, comfortable bed. Spent 3 nights on business - desk was well organized for laptop and plugs for charging to do work. Room was cleaned daily - friendly staff. Just sorry I missed the bbq on the rooftop thursday evenings. Hotel was a 5 minute walk to Metrotown tower I and II and the sky train. Definitely recommend"
169110677,VCBCX1,Unknown,2013-07-25,Vancouver X Inn,"The staff were always welcoming, helpful and happy.  The hotel is perfectly situated for shopping, getting downtown by SkyTrain and having a suite for less than paying downtown prices.  The hidden secret is that it is attached to Crystal Mall that has amazing and authentic Asian food for a very affordable price.  With a kids and adult pool, it made it very nice for everyone to get what they wanted."
393351174,VCBCX1,Unknown,2016-07-16,Vancouver X Inn,"Prices were very high, for a &quot;days inn motel&quot; experience. Quite basic, somewhere to sleep essentially. The pool is  a &quot;lap pool&quot;; enough for two people and the hot tub that was &quot;warm&quot; probably fit around 3 people. Not even a complimentary breakfast, $21.00 for the buffet, how tragic. However very good location, close to mall, skytrain, and food. Would not come back."
632366990,VCBCX1,Unknown,2018-11-10,Vancouver X Inn,"We found this hotel perfect for a weekend getaway. It's close to Metrotown shopping center and to the Crystal Mall. Crystal mall for those that dont know is Asian focused; it's a great for food,farmers market, and herbal medicines. So many restaurants to dine  near by the hotel. Valet parking reasonable. The hotel bar/lounge and dining were clean, comfortable and relaxing. We'll be back."
428828920,VCBCX1,Unknown,2016-10-17,Vancouver X Inn,"The hotel is located in a great area, especially if you are using public transit. Not the best for visitors with a vehicle, especially large SUV/Trucks. Parking is difficult at best. The hotel has been around now for 10+ years and starting to look a bit dated, the interior needs refreshing. Lot's of amenities nearby with in walking distance since the shopping mall is next door."
590955849,VCBCX1,Unknown,2018-06-26,Vancouver X Inn,Really a super location to avoid the downtown Vancouver madness while still maintaining proximity. Right on the SkyTrain line with the metrotown station only a block from the hotel makes it super easy to go downtown. Hotel is clean and modern. Pool is small but it has a hot tub as well. A decent small gym which has a massive well appointed good life fitness across the street.
234877435,VCBCX1,Unknown,2014-10-17,Vancouver X Inn,This hotel is centrally located to the downtown area and the airport with great views of the Mountains.  The staff was all very nice and my room was very clean.  As a Diamond member you are granted access to the penthouse suite where you can eat and relax and view the city.  I would definitely recommend this hotel and will stay here again the next time I am in Vancouver.
517856154,VCBCX1,Unknown,2017-08-26,Vancouver X Inn,"Excellent hotel great service, friendly, helpful staff throughout the hotel including Reflect Lounge. We stay here once every six months for three days. The staff always remember us and go out if there way to make us feel welcomed. The most accommodating staff! Very happy with this hotel!  Thank you Colin, Cecilia, Steve, Adam, Jose x 2, and Marlene. Holly and Sharon"
579049860,VCBCX1,Unknown,2018-05-09,Vancouver X Inn,"I always stay with XT so it was a no brainer for me to book at this hotel. Service was excellent! I had a gorgeous view of the North Shore Mountains from my 12th floor room my room itself was nowhere near worth what I paid for it. The furniture was old, worn out and frayed. Everything except the linens, mattress and TVs very much need replacing and/or updating."
208635401,VCBCX1,Unknown,2014-06-02,Vancouver X Inn,"the room is clean and big enough. Considering it is XT the price is also attractive. However I think it should be equipped with free parking and free internet which is not. Maybe it is my fault not to check the parking police in advance(I think it will be free parking as all the other hotels I stay in Canada), so I was surprise to pay for the parking fee."
638393123,VCBCX1,Unknown,2018-12-09,Vancouver X Inn,"Had rate issues with hotel. Hotel would not honor reserved rates. Diamond desk was very uncooperative. It will be a pleaseure to stay somewhere elese. Property if good, but XT's rate practices are unacceptable. There are no advantages to being diamond member beyond what our corporate rate offers. XT does not appreciate value of Diamond members. "
498666431,VCBCX1,Unknown,2017-07-04,Vancouver X Inn,"There aren't too many XT properties in Vancouver, considering its size, but I chose this one because of its location to downtown, price and the reviews that I saw on it.  I wasn't disappointed.  The rooms were very nice and clean.  The staff was very friendly and helpful.  I will definitely stay here again the next time that I am in Vancouver."
207777008,VCBCX1,Unknown,2014-05-28,Vancouver X Inn,"We stayed at the XT recently and found this hotel really went above and beyond anything we have experienced in other top rated hotels.  The staff seem genuine and caring and were always so nice to deal with.  The restaurant staff were top notch, and the house keepers were cheerful and very good at their job. Overall a pleasant experience."
482932378,VCBCX1,Unknown,2017-05-08,Vancouver X Inn,"I was very pleased with my recent stay at the XT Vancouver; a very comfortable room with high end toiletries, friendly and helpful staff, and a well-run moderately priced restaurant.  It is easily accessible to all tourist and business destinations via the metro.  I will definitely stay at this hotel again upon my next trip to Vancouver."
312543845,VCBCX1,Unknown,2015-09-21,Vancouver X Inn,"The service here was unobtrusive, but helpful and friendly when we asked for anything.While it was out of the centre of the city the cheap public transport was close and made getting around easy and convenient.  We didn't realize how close we were to Metrotown Mall when we booked so it was an added bonus.The I room fridge was an added"
174596769,VCBCX1,Unknown,2013-08-28,Vancouver X Inn,"The pool and hottub were broken and when they were fixed, did not work properly. The pool was warmer then the hottub and the staff was unhelpful. The breakfast only goes until 9. Not family friendly and highly do not recommend this hotel. Any hotel in Vancouver and Burnaby would be better then this, at best, 2 star hotel."
204398465,VCBCX1,Unknown,2014-05-06,Vancouver X Inn,"We stayed for work so we didn't spend much time in the rooms, but they were clean and large. The staff were very helpful and attentive. The gym facilities are sparse and uninspiring, but the amenities were there. The roof top pool was nice and quiet for the most part. Proximity to the skyrail, metrotown station was key."
207760940,VCBCX1,Unknown,2014-05-28,Vancouver X Inn,"I didn't expect much as this is not in Vancouver and I paid around 130$ per night. As I started going around the area and took the sky train, I realized the location of the hotel was perfect. The bed was pretty comfortable and the room size was big enough also. If you need to be in this area, I do recommend this hotel."
224912279,VCBCX1,Unknown,2014-08-27,Vancouver X Inn,"My husband had a business trip to Vancouver, so the kids and I tagged along. The hotel was at a very convenient location, especially if you want some good Chinese food. The second floor of the hotel connects to Crystal Mall--a collection of Asian stores and food stands. We had a good time walking around there."
161292001,VCBCX1,Unknown,2013-05-15,Vancouver X Inn,"I was impressed at the  quaility of the resort, faulous lines on the baeds, which were amazinglt comfortable. WE had fabulous service, cleanliness is fantastic, food in executive loungs  great, views great .Location  is amazing next to Metrotown,  the largest Mall in BC, and a bonus of chinese mall next door."
458791677,VCBCX1,Unknown,2017-02-11,Vancouver X Inn,"Rooms are always clean and comfortable, they're probably due for an upgrade. They're quite large, which is also nice, I find newer hotels have ridiculously time rooms. Great location - right across from Metrotown! Shopping!! The best part about this hotel is the staff, they're incredibly friendly and helpful."
570882991,VCBCX1,Unknown,2018-04-03,Vancouver X Inn,"We chose this hotel due to its location near Skytrain, Metrotown, and a park. It did not disappoint, and hotel staff were incredibly friendly and helpful. They were in the midst of a few repairs and maintenance to the building which is understandable, and can only mean it will be better when you stay there.  "
177975723,VCBCX1,Unknown,2013-09-20,Vancouver X Inn,"When visiting Vancouver BC this is the perfect central location hotel to stay. Everyone is friendly and at your service to make the experience worth coming. We will come back. Helped us in places to go and see and the hotel is safe and very comfortable, great pool, friendly staff at the Bar and good food."
302247487,VCBCX1,Unknown,2015-08-22,Vancouver X Inn,I stay at the XT regularly for business trips and the staff are always friendly and helpful. Facilities in the hotel are great and there are lots of restaurants and other places around the area. I especially like the outdoor pool (even in winter) and the rooms on the corner with windows on two sides.
342467983,VCBCX1,Unknown,2016-01-24,Vancouver X Inn,"Booked thru travelzoo because was a better deal than thru hotel itself ! Was told when booked thru hotel would be best deal and would honour any deals and match ! Well they didn't and so booked thru travelzoo at a great saving , hotel was fine  nothing special , strange room for 1 bedroom suite but ok "
170168678,VCBCX1,Unknown,2013-05-31,Vancouver X Inn,"I was very pleased with the service and cleanliness of this hotel.  There were staff available for great service, and they were very helpful.  I will return to this hotel when visiting Vancouver.  Being near the SkyTrain and Metrotown makes it a great location.  There is also a park across the street."
567574127,VCBCX1,Unknown,2018-03-19,Vancouver X Inn,Me and my girlfriend stayed here for one night and she did not want to leave the staff were amazing and the room was excellent I would definitely stay in this hotel next time I travel. Only issue I found was the tub was very slippery felt very unsafe taking a shower would recommend rubber foot pads
236355770,VCBCX1,Unknown,2014-10-26,Vancouver X Inn,Always enjoy staying here. Great service. Use the valet parking- worth the extra cost. Room was near the elevator so was quite noisy. Pillows way too soft so with the noise didn't sleep really well. Great banquet with our event. This is a good horel. Would have been 5 stars if it hadn't been noisy.
252187876,VCBCX1,Unknown,2015-02-01,Vancouver X Inn,"pool hot tub fitness center VERY small and disappointing. paid for executive rate and executive lounge was closed upon arrival, found out later staff had failed to give me coupon for appy's in hotel lounge. Requested to get regular rate and opt out of executive rate and was refused by manager."
473708167,VCBCX1,Unknown,2017-04-08,Vancouver X Inn,The main issue is that this hotel doesn't have its own designated parking lot so you must struggle getting through a parking lot shared by the mall.  So if your not in a car the hotel is fine. Nice views etc... but if you have a car be prepared to be frustrated on weekends and afternoons. 
245200654,VCBCX1,Unknown,2014-12-19,Vancouver X Inn,"Excellent hotel with very friendly staff. The check in process was very fast and convienent The rooms were clean, the lobby inviting and breakfast was great. The beds made for a very comfortable stay. Highly recommend this hotel to others to stay at. I will be staying at this hotel again."
402667991,VCBCX1,Unknown,2016-08-07,Vancouver X Inn,"excellent family stay. subway near hotel is great bonus- 25 min to downtown. We took CAA package and enjoyed very good breakfast included to the price. We recommend to use e-check in, we had option to choose our room and floor using hotel's room map.  highly recommenced for any occasion."
414735816,VCBCX1,Unknown,2016-09-04,Vancouver X Inn,We booked a room for 2 nights. One of those nights was not available. The staff upgraded us for free. Top floor beautiful view even tho there was lots of construction. Super friendly staff. The pool and hot tub need some major upgrading. Love how close metro shopping was. Great stay! 
188637757,VCBCX1,Unknown,2013-12-26,Vancouver X Inn,"Believe me when I attest that each and every staff member you will encounter here are not only efficient and professional, but warm, friendly, kind and caring. They are genuine folks who always go out of their way to treat me and every guest like gold! They are wonderful people!!!"
234325884,VCBCX1,Unknown,2014-10-14,Vancouver X Inn,"I've been in this hotel from OCT 9th to 13th for an AIESEC regional conference. It was simply amazing, great servicing, nice rooms, very friendly and kind staff and the food was good. I would recommend it for both Tourism and Business, you will not regret what you paying for."
561596873,VCBCX1,Unknown,2018-02-19,Vancouver X Inn,"Superb place, spotless, comfortable, tremendous staff, and convenience you can't beat. You are in the heart of Burnaby, most everything is in walking distance, including the SkyTrain, which puts you in the heart of Vancouver in 15 minutes. Value for your money can't be beat."
497148889,VCBCX1,Unknown,2017-06-29,Vancouver X Inn,We were in XT for five days ! Very centrally located ! Just next to metropolis mall and sky train ! Room size is good we were 4 people in one room ! But very comfortable ! Buffet breakfast is really good ' hotel has all the amenities and staff is very good and helpful! I
545888501,VCBCX1,Unknown,2017-12-07,Vancouver X Inn,The XT at Metro town is an exceptional hotel with the greatest staff.  A true home away from home! The staff treat you like a friend and go out of their way to attend to your needs while there. I would highly recommend the XT at Metro town to anyone going to Burnaby.
194767470,VCBCX1,Unknown,2014-02-20,Vancouver X Inn,I just love staying here! Best beds! And the best front desk service! We arrived early for meetings and were allowed early check in and also a later check out! They really accommodate me and I like that the front desk people always are smiling! It makes a big difference!
235824530,VCBCX1,Unknown,2014-10-21,Vancouver X Inn,"I enjoyed delicious meals in the hotel restaurant and lounge, received excellent service from friendly staff and was impressed with the appearance and cleanliness of the entire hotel.  The room was spotless and comfortable. Great location next to shopping and transit."
332467005,VCBCX1,Unknown,2015-12-13,Vancouver X Inn,"Our room on the 12th floor was very clean, bed was comfortable and loved the pillows. Would definitely recommend to others. Don't like to pay extra for parking, but seems like it is the norm in this area.Great special price for our stay and super close to Metrotown. "
471791776,VCBCX1,Unknown,2017-03-31,Vancouver X Inn,"What a find! Close to great shopping, the sky train, and fast access to the highway - very central if you have to get around the lower mainland. The rooms are very well appointed and the I can't say enough about the staff. The food was very well priced and presented."
494119217,VCBCX1,Unknown,2017-06-18,Vancouver X Inn,It was very welcoming coming into the hotel the staff are very friendly the restaurant was very good and they were very helpful the staff. I like tell the lady in the restaurant went over and above and gave my wife a blanket to keep her warm  and adjusted the heat. 
218146550,VCBCX1,Unknown,2014-07-28,Vancouver X Inn,"Had a very good stay, hotel staff is friendly and accommodations were nice and clean. Location is excellent and even though there is a lot of construction around the area, very little noise. The Skytrain was out of commission for a few hours but taxis are plentiful."
512913430,VCBCX1,Unknown,2017-08-14,Vancouver X Inn,It is not value at all which u pay for per night. Even online pre checkin is not useful when you arrived we got room at 4.30 inspite of 3 o clock time. No option for vegetarians except bread and fruits and Chefs doesn't know how to cook and they will not do as well
357861932,VCBCX1,Unknown,2016-03-23,Vancouver X Inn,The room was small nothing special. Hot tub was a 4 person packed while children running wild dive bombing and unsupervised in the lengths pool.  For a XT i day they could do better at this one. Considering parking id $16.00 and internets $6.95 for 3 devices. 
202469323,VCBCX1,Unknown,2014-04-23,Vancouver X Inn,"From fire alarms going off all night long,to worn decor and uncaring (bordering on rude) staff, this hotel has relied on its location for too long. The convenient location no longer makes up for its glaring deficits. It's off my list for handy aces to stay."
389743853,VCBCX1,Unknown,2016-07-06,Vancouver X Inn,The hotel including the elevator smells of Chinese food. The smell is in some of the linens too. Our room was not cleaned properly. Found some person items (unmentionables) left by previous guests.XT should offer unbiased service to all guests.
253632497,VCBCX1,Unknown,2015-02-10,Vancouver X Inn,Very nice clean comfortable room.  The location is great and the staff is very friendly and accommodating! I would recommend this hotel to anyone needing to stay in Burnaby.  Its a bonus that it is attached to metro town as well and near sky train!
601314296,VCBCX1,Unknown,2018-07-30,Vancouver X Inn,"This location was convenient to restaurants, shopping and the SkyTrain for trips to downtown. The staff provided excellent reccomedations for attractions and restaurants. The roooms were very clean and modern. I would stay at this location again"
494420859,VCBCX1,Unknown,2017-06-19,Vancouver X Inn,"The staff here were so nice and professional, yet personal. They gave us suggestions of things to do, places to visit and the best and safest ways to get there. Room was very nice, clean and quiet. Restaurant food and receptions were very nice."
372511292,VCBCX1,Unknown,2016-05-12,Vancouver X Inn,"Great service, great room, nice size rooms with great amenities. We enjoyed dinner with great food, wonderful waiter and breakfast was excellent! with a great waitress! Very close to Metrotown and we could not hear the road noise from our room!"
353101725,VCBCX1,Unknown,2016-03-05,Vancouver X Inn,"Had a wonderful stay here!  Steve at the Reflect Lounge was a blast to hang out with and Cecile was very very nice.  Accommodations are great,  the beds and pillows are wonderful! Every staff member at this hotel are very polite and helpful."
571920419,VCBCX1,Unknown,2018-04-08,Vancouver X Inn,"Our toilet was broken, our heating was broken and the people who tried to fix the problems were super invasive. The beds were not very soft. I was not happy with our stay considering we thought The XT to be a night we treat ourselves. "
445430531,VCBCX1,Unknown,2016-12-19,Vancouver X Inn,The gem is located across the street from metro town which made it easy for Xmas shopping. The room was very clean and bright. The buffet breakfast was $22.00 which I found very expensive especially when most of the food trays were empty. 
507494027,VCBCX1,Unknown,2017-07-31,Vancouver X Inn,right in the heart of Metrotown. Comfy bed. You can hop a train to downtown easily. great if you dont want to spend $500 a night + for downtown hotel.  lots of local asian choices for food near by. also Earls was a great meal we had.
217138570,VCBCX1,Unknown,2014-07-23,Vancouver X Inn,"Badly on need of an update. Uncaring rude staff, great location. Overpriced and living on its reputation. Unless they make some improvements they will find their customer base dwindles.bathrooms are clean but worn. View is great."
469023095,VCBCX1,Unknown,2017-03-20,Vancouver X Inn,"this hotel have good services, friendly services for our tred show s, they very good hotel to have tread shows. good bell man , and front desk ,services very clean rooms goos housekeeping  services ,  i like this hotel very much"
335875892,VCBCX1,Unknown,2015-12-29,Vancouver X Inn,The hotel is very clean and located central to everything . The service and associates were very accomodating and friendly. A very nice experience. Located right accross the street from a major mall and the light rail transit.
166122797,VCBCX1,Unknown,2013-07-01,Vancouver X Inn,"Excellent hotel, clean, spacious rooms.  Very good meeting facilities.  Staff very good at their jobs, helpful and polite.  Only complaint is parking facilities not adequate for size of hotel.  Otherwise a positive experience."
541116485,VCBCX1,Unknown,2017-11-15,Vancouver X Inn,"Excellent stay. The room was very clean and very much worth the price we paid for it. The staff was friendly and helpful. If I ever return to the area, I look forward to staying in this hotel again. I would highly recommend. "
503382517,VCBCX1,Unknown,2017-07-18,Vancouver X Inn,"Staff friendly and helpful. Good location-easy to reach by Sky Train from airport. Nice garden to enjoy across the street next to library. Enjoyed concert in park and people watching. Convenient for eating, shopping, walking."
158791167,VCBCX1,Unknown,2013-04-21,Vancouver X Inn,"I have stayed at this hotel numerous times over the past 10 years. The staff and managemenbt are absolutely wonderful. The hotel is extremely clean and quiet, and the beds are very comfortable. This is a great place to stay."
