timestamp,ambient_t,temperature_1,temperature_2,temperature_3,temperature_4,temperature_5,pressure_1,pressure_2,pressure_3,pressure_4,pressure_5
2019-08-02T22:40:00Z,64.2,39,45,41,38,38,105.515145,104.42736,100.438815,109.866285,104.064765
2019-08-02T22:45:00Z,64.2,40,46,41,38,37,105.87774,104.42736,100.438815,110.22888,104.064765
2019-08-02T22:50:01Z,64.3,39,46,42,36,36,105.87774,104.789955,100.438815,110.22888,104.064765
2019-08-02T22:52:01Z,64.3,39,50,42,36,37,105.87774,104.789955,100.80141,110.22888,104.064765
2019-08-02T22:53:00Z,64.3,39,50,42,36,37,105.87774,104.789955,100.80141,110.22888,104.064765
2019-08-02T23:06:01Z,63.8,51,55,43,42,41,107.690715,105.87774,100.438815,110.95407,104.789955
2019-08-02T23:16:00Z,63.8,50,55,42,43,44,109.866285,106.965525,100.80141,112.041855,105.515145
2019-08-05T03:40:01Z,61.1,24,23,23,24,24,97.17546,94.99989,91.736535,102.97698,96.45027
2019-08-05T03:41:00Z,61.1,24,23,23,24,24,97.17546,94.99989,91.736535,102.97698,96.45027
2019-08-05T10:53:00Z,76.6,16,17,17,16,16,94.2747,92.09913,89.19837,98.988435,93.186915
2019-08-05T12:12:01Z,76.9,18,18,18,17,17,94.2747,92.461725,89.19837,99.35103,93.54951
2019-08-05T13:15:01Z,76.9,18,19,18,19,18,94.637295,93.186915,89.92356,99.713625,93.912105
2019-08-05T13:35:01Z,76.9,20,18,18,19,19,94.99989,93.186915,89.92356,100.07622,94.2747
2019-08-05T13:38:00Z,76.9,20,18,18,19,19,94.99989,93.186915,89.560965,100.07622,93.912105
2019-08-05T13:46:00Z,76.9,20,18,18,19,19,95.362485,93.186915,89.92356,100.438815,94.2747
2019-08-05T13:47:01Z,76.9,20,18,18,19,19,95.362485,93.186915,89.92356,100.438815,94.2747
2019-08-05T14:56:01Z,74.0,20,21,22,22,21,96.45027,94.2747,90.64875,101.164005,95.362485
2019-08-05T15:15:00Z,74.9,25,23,23,23,24,98.988435,96.812865,93.186915,103.70217,98.263245
2019-08-05T15:20:01Z,75.8,26,24,24,25,24,99.713625,96.812865,93.54951,104.42736,98.263245
2019-08-05T15:33:00Z,79.9,27,26,25,25,27,100.07622,97.90065,93.54951,104.789955,98.988435
2019-08-05T15:41:00Z,79.1,25,27,25,25,27,99.713625,98.263245,94.2747,104.789955,98.988435
2019-08-05T15:51:00Z,72.3,25,24,24,25,26,100.438815,98.263245,94.637295,105.15255,99.35103
2019-08-05T15:58:01Z,73.2,25,24,24,25,26,100.80141,98.62584,94.637295,105.515145,99.713625
2019-08-05T16:25:00Z,72.5,25,23,23,26,26,101.164005,98.988435,94.99989,106.60293,100.80141
2019-08-05T16:37:00Z,78.2,26,25,25,27,27,101.5266,99.35103,94.99989,106.965525,101.164005
2019-08-05T17:02:00Z,80.9,29,28,28,28,29,102.25179,100.438815,96.087675,107.690715,101.889195
2019-08-05T17:11:00Z,84.1,29,28,28,29,30,102.97698,100.438815,96.45027,107.690715,101.5266
2019-08-05T17:21:00Z,80.7,30,29,28,28,30,102.97698,100.80141,96.45027,107.690715,101.889195
2019-08-05T17:30:00Z,80.0,36,31,30,31,32,103.339575,100.438815,96.812865,107.690715,101.889195
2019-08-05T17:34:00Z,80.0,37,36,30,32,34,102.97698,101.164005,96.812865,108.05331,102.25179
2019-08-05T18:38:00Z,78.3,35,41,34,33,33,102.614385,100.80141,97.17546,107.690715,101.164005
2019-08-05T19:10:01Z,74.8,39,38,36,35,36,111.316665,109.866285,103.70217,113.492235,108.05331
2019-08-05T19:11:00Z,74.9,39,38,36,37,36,111.316665,109.866285,103.70217,114.217425,108.05331
2019-08-05T19:56:01Z,68.6,29,32,31,29,31,109.866285,109.866285,103.70217,113.12964,108.415905
2019-08-05T19:58:01Z,69.8,29,32,31,29,31,109.866285,109.866285,103.70217,113.12964,108.415905
2019-08-05T19:59:00Z,69.9,30,33,32,29,31,109.866285,109.866285,104.064765,113.12964,108.415905
2019-08-05T20:04:01Z,70.0,35,37,32,29,36,110.591475,109.866285,104.064765,113.492235,108.7785
2019-08-05T20:10:01Z,69.9,42,46,38,36,38,110.591475,110.22888,103.339575,113.85483,108.415905
2019-08-05T20:46:01Z,68.9,40,41,38,37,41,113.12964,112.40445,104.789955,114.942615,109.866285
2019-08-05T21:22:01Z,63.1,41,46,39,39,45,110.591475,109.50369,103.70217,114.217425,110.22888
2019-08-05T22:15:00Z,62.8,54,72,50,45,45,112.767045,111.316665,103.70217,114.217425,107.690715
2019-08-05T22:20:00Z,62.6,47,55,42,42,43,112.041855,110.22888,103.70217,114.58002,108.05331
2019-08-05T22:32:00Z,62.8,47,52,44,43,41,111.316665,109.866285,102.97698,114.217425,106.965525
2019-08-06T01:57:01Z,62.9,29,28,28,31,29,99.713625,97.538055,93.912105,105.87774,99.713625
2019-08-06T02:09:00Z,63.4,36,34,28,31,31,101.164005,98.988435,94.2747,106.240335,99.35103
2019-08-06T03:11:00Z,63.2,33,30,27,31,28,101.889195,99.35103,94.99989,106.240335,99.35103
2019-08-06T12:06:01Z,74.0,20,21,21,19,19,95.362485,93.54951,89.92356,100.438815,94.637295
2019-08-06T13:18:00Z,74.9,24,21,20,22,20,96.087675,93.912105,90.64875,100.80141,94.637295
2019-08-06T14:24:01Z,74.0,22,21,21,21,21,96.087675,93.912105,90.64875,101.164005,95.362485
2019-08-06T14:51:00Z,74.0,22,21,22,22,22,97.17546,94.637295,91.736535,102.614385,96.45027
2019-08-06T14:54:00Z,73.9,22,22,22,22,23,97.17546,95.362485,91.736535,102.614385,97.17546
2019-08-06T14:56:01Z,73.9,23,22,23,23,23,97.90065,95.362485,92.461725,103.339575,97.17546
2019-08-06T15:28:00Z,66.5,24,26,27,25,26,98.988435,97.17546,94.637295,104.42736,97.90065
2019-08-06T15:52:00Z,75.2,36,30,25,31,31,101.889195,98.988435,94.637295,106.60293,100.07622
2019-08-06T15:52:01Z,75.5,36,30,25,31,31,101.889195,98.988435,94.637295,106.60293,100.07622
2019-08-06T15:54:00Z,73.6,36,30,25,31,31,101.889195,98.988435,94.637295,106.60293,100.438815
2019-08-06T16:04:00Z,70.5,32,33,28,29,30,102.25179,99.35103,94.99989,106.60293,100.438815
2019-08-06T16:10:00Z,72.2,31,32,27,29,29,102.97698,100.07622,94.99989,106.60293,100.07622
2019-08-06T17:13:00Z,76.6,30,29,28,30,30,103.339575,100.438815,96.45027,108.415905,102.25179
2019-08-06T17:43:00Z,79.1,31,31,29,31,32,103.70217,101.5266,96.812865,108.415905,102.614385
2019-08-06T17:56:01Z,77.3,35,34,31,33,33,104.789955,102.25179,97.17546,108.7785,102.614385
2019-08-06T18:02:01Z,76.8,39,37,33,36,36,105.15255,102.614385,97.538055,109.50369,103.339575
2019-08-06T18:10:01Z,73.3,45,39,35,39,37,105.515145,102.97698,97.538055,109.50369,102.97698
2019-08-06T20:01:00Z,70.5,37,38,39,38,36,103.70217,101.889195,99.35103,109.50369,102.614385
2019-08-06T20:51:00Z,69.7,39,39,38,37,41,112.041855,110.591475,104.789955,115.30521,109.50369
2019-08-06T20:59:00Z,68.4,37,41,39,37,41,112.767045,111.316665,104.789955,116.0304,110.22888
2019-08-06T21:01:00Z,67.6,37,41,36,37,41,112.767045,111.316665,104.789955,116.0304,110.22888
2019-08-06T21:51:01Z,67.6,37,39,35,32,35,110.95407,109.866285,103.339575,113.85483,108.415905
2019-08-06T22:12:00Z,66.1,48,47,41,41,42,112.041855,110.95407,103.70217,114.217425,108.7785
2019-08-06T22:37:00Z,67.5,52,54,42,39,45,112.767045,110.22888,102.97698,114.217425,108.7785
2019-08-07T01:40:01Z,61.2,29,27,31,25,29,98.988435,97.538055,94.99989,105.15255,99.35103
2019-08-07T13:33:00Z,73.9,21,21,21,21,20,97.538055,93.912105,92.82432,100.80141,95.362485
2019-08-07T13:44:00Z,73.9,28,28,23,23,25,100.80141,99.35103,94.2747,104.789955,99.35103
2019-08-07T13:44:01Z,73.9,28,28,23,23,25,100.80141,99.35103,94.2747,104.789955,99.35103
2019-08-07T13:55:00Z,73.9,32,34,26,28,29,103.70217,101.889195,96.087675,106.60293,101.164005
2019-08-07T14:06:01Z,77.2,32,35,27,25,24,105.87774,103.70217,96.45027,107.690715,101.164005
2019-08-07T15:04:00Z,75.9,34,35,34,35,33,102.97698,101.5266,95.72508,106.60293,100.80141
2019-08-07T17:23:01Z,67.2,30,34,31,28,27,100.438815,99.35103,96.812865,106.240335,99.35103
2019-08-07T17:24:00Z,67.2,30,34,31,28,27,100.438815,99.35103,96.812865,106.240335,99.35103
2019-08-07T17:29:01Z,67.2,32,37,33,29,28,100.80141,99.713625,96.812865,106.240335,99.35103
2019-08-07T18:25:01Z,64.8,32,31,33,33,32,101.164005,98.988435,95.72508,108.415905,101.164005
2019-08-07T18:29:00Z,64.8,35,35,33,32,32,101.889195,99.35103,96.087675,108.05331,101.164005
2019-08-07T18:32:00Z,64.8,34,36,33,32,33,102.25179,100.438815,96.45027,108.05331,101.5266
2019-08-07T18:35:00Z,64.7,34,37,33,34,34,102.25179,101.164005,96.45027,108.415905,101.5266
2019-08-07T18:43:00Z,64.6,36,37,33,34,33,103.339575,101.5266,97.17546,108.415905,102.25179
2019-08-07T20:29:01Z,60.9,34,42,35,38,33,101.889195,100.438815,98.62584,107.690715,100.438815
2019-08-08T03:59:00Z,62.3,27,24,22,24,24,98.62584,95.72508,91.736535,102.97698,96.812865
2019-08-08T12:09:00Z,73.9,18,18,18,18,19,94.637295,92.461725,89.19837,99.713625,93.912105
2019-08-08T12:09:01Z,73.9,18,18,18,18,19,94.637295,92.461725,89.19837,99.713625,93.912105
2019-08-08T13:05:01Z,73.0,19,20,20,19,19,94.99989,93.186915,89.92356,100.07622,94.2747
2019-08-08T14:53:00Z,73.8,24,25,22,23,24,98.263245,96.45027,92.461725,102.97698,97.538055
2019-08-08T14:54:00Z,73.8,24,25,22,23,24,98.263245,96.45027,92.461725,102.97698,97.538055
2019-08-08T15:20:00Z,78.2,37,34,26,27,28,101.5266,98.988435,93.912105,104.789955,98.988435
2019-08-08T15:32:01Z,78.5,36,35,29,30,31,101.889195,99.35103,94.2747,105.87774,99.35103
2019-08-08T16:07:00Z,70.6,25,24,24,25,27,101.889195,99.713625,94.99989,106.60293,100.438815
2019-08-08T16:34:00Z,74.8,26,25,25,26,27,101.889195,99.35103,94.99989,106.60293,100.438815
2019-08-08T16:47:00Z,76.5,30,29,27,28,29,102.614385,100.07622,95.362485,107.32812,101.164005
2019-08-08T17:07:00Z,79.2,27,27,25,26,27,102.614385,100.07622,95.72508,106.965525,100.80141
2019-08-08T19:45:00Z,69.3,31,34,31,29,29,100.80141,98.62584,96.087675,105.87774,99.713625
2019-08-08T20:14:00Z,67.8,39,47,36,33,34,107.690715,107.32812,101.164005,110.95407,105.15255
2019-08-08T20:24:00Z,68.0,41,41,36,33,35,108.7785,108.7785,101.889195,112.041855,106.60293
2019-08-08T20:31:00Z,68.5,39,40,35,34,37,110.591475,109.866285,102.614385,112.767045,107.690715
2019-08-08T20:32:00Z,68.5,39,40,35,34,37,110.591475,109.866285,102.614385,112.767045,107.690715
2019-08-08T20:47:00Z,65.2,35,37,34,34,36,111.67926,110.95407,103.70217,114.217425,108.7785
2019-08-08T21:02:00Z,65.1,33,36,38,31,34,111.316665,109.866285,103.70217,114.217425,109.50369
2019-08-08T21:03:00Z,65.1,33,39,38,31,34,111.316665,110.22888,103.70217,114.217425,109.50369
2019-08-08T21:05:00Z,65.0,30,39,38,30,32,110.22888,110.22888,103.70217,113.492235,108.415905
2019-08-08T21:06:01Z,65.0,30,39,34,30,32,110.22888,110.22888,104.064765,113.492235,108.415905
2019-08-08T21:07:00Z,65.1,30,36,34,30,32,110.22888,110.22888,104.064765,113.492235,108.415905
2019-08-08T21:14:00Z,66.1,30,36,34,30,32,110.22888,110.591475,103.70217,113.12964,108.415905
2019-08-08T21:18:00Z,67.7,30,34,33,30,32,110.22888,110.22888,103.70217,113.12964,108.415905
2019-08-08T21:33:00Z,67.9,44,54,39,35,38,111.316665,111.316665,104.064765,113.492235,108.415905
2019-08-08T21:36:01Z,67.8,47,54,38,37,40,112.041855,111.316665,103.339575,113.85483,108.05331
2019-08-08T21:38:00Z,67.7,47,55,38,37,40,112.041855,112.041855,103.339575,113.492235,108.05331
2019-08-08T21:53:00Z,65.9,39,54,37,43,38,113.85483,113.85483,104.064765,114.942615,108.7785
2019-08-08T22:07:00Z,65.0,50,55,43,42,44,113.85483,113.12964,104.42736,114.58002,109.141095
2019-08-08T23:47:00Z,61.3,51,65,49,49,43,113.492235,112.041855,103.70217,114.58002,107.690715
2019-08-08T23:48:00Z,61.3,51,65,49,45,43,113.492235,112.041855,103.70217,114.217425,107.690715
2019-08-09T00:12:01Z,61.3,53,55,44,44,49,112.767045,109.866285,103.339575,114.217425,106.965525
2019-08-09T00:25:00Z,61.6,70,54,46,53,50,112.767045,110.591475,102.97698,114.217425,107.690715
2019-08-09T01:00:00Z,61.7,54,47,47,49,50,111.316665,108.7785,102.97698,114.942615,107.32812
2019-08-09T04:28:00Z,60.6,26,29,24,24,25,98.62584,96.812865,92.461725,103.70217,97.538055
2019-08-09T04:34:01Z,60.6,27,31,25,27,26,98.988435,97.17546,92.461725,103.70217,97.538055
2019-08-09T04:57:00Z,60.5,29,27,25,27,27,99.713625,97.538055,92.82432,104.064765,97.17546
2019-08-09T13:26:00Z,74.8,20,19,19,18,18,94.637295,93.186915,89.92356,99.713625,93.912105
2019-08-09T13:51:00Z,74.9,20,19,19,19,19,95.362485,93.54951,89.92356,100.07622,93.912105
2019-08-09T13:53:00Z,74.8,20,19,19,19,19,95.72508,93.54951,90.64875,100.07622,93.912105
2019-08-09T14:40:00Z,68.6,23,30,23,23,23,98.263245,96.087675,92.09913,102.25179,96.45027
2019-08-09T15:24:01Z,74.2,24,24,23,23,25,101.164005,99.35103,94.637295,105.15255,98.988435
2019-08-09T15:26:01Z,74.2,24,24,23,23,25,101.5266,99.35103,94.637295,105.515145,98.988435
2019-08-09T15:48:00Z,73.6,23,23,23,23,24,101.164005,98.988435,94.99989,105.87774,99.713625
2019-08-09T16:12:00Z,78.3,24,23,23,24,25,101.5266,98.988435,95.362485,106.240335,100.07622
2019-08-09T16:32:01Z,76.8,27,26,25,27,28,101.889195,99.713625,95.362485,106.965525,100.80141
2019-08-09T16:40:01Z,75.5,27,25,25,26,27,102.25179,99.713625,95.362485,106.965525,100.80141
2019-08-09T16:46:01Z,78.2,26,24,25,26,27,102.25179,99.713625,95.362485,106.60293,100.80141
2019-08-09T16:50:00Z,77.9,26,24,25,26,27,102.25179,99.713625,95.362485,106.60293,100.438815
2019-08-09T17:02:00Z,79.5,30,26,24,27,27,102.614385,99.713625,94.637295,106.240335,100.07622
2019-08-09T18:02:00Z,77.6,30,28,29,31,29,101.164005,98.263245,94.99989,106.240335,98.988435
2019-08-09T19:05:00Z,72.9,29,37,31,28,28,101.5266,101.5266,96.812865,106.965525,101.164005
2019-08-09T19:11:00Z,72.6,42,40,31,32,34,105.515145,102.97698,97.17546,108.05331,101.889195
2019-08-09T19:17:00Z,73.1,39,45,33,34,35,106.965525,104.064765,99.35103,109.141095,102.97698
2019-08-09T19:18:01Z,72.9,39,45,33,32,35,106.965525,104.064765,99.35103,110.22888,102.97698
2019-08-09T19:22:01Z,71.4,35,37,31,32,34,108.415905,105.87774,100.07622,110.22888,104.42736
2019-08-09T19:26:00Z,71.4,36,39,31,31,33,109.141095,107.690715,100.07622,111.316665,105.87774
2019-08-09T19:35:00Z,71.5,41,53,36,34,36,109.866285,109.141095,101.164005,111.67926,105.515145
2019-08-09T19:44:00Z,71.9,47,54,39,37,38,110.95407,109.866285,101.5266,112.40445,105.87774
2019-08-09T19:52:00Z,71.9,39,45,36,35,36,111.67926,110.95407,102.614385,112.40445,106.60293
2019-08-09T20:07:00Z,71.2,46,51,40,41,42,112.767045,111.316665,103.339575,114.217425,108.415905
2019-08-09T20:17:00Z,67.3,37,39,34,35,38,112.767045,111.67926,103.70217,114.217425,108.7785
2019-08-09T20:36:00Z,65.9,31,39,38,31,33,110.95407,110.22888,103.70217,113.85483,108.05331
2019-08-09T20:45:00Z,65.9,34,52,39,32,35,110.95407,110.591475,103.70217,113.12964,108.05331
2019-08-09T20:48:01Z,66.1,38,52,40,34,35,110.95407,110.591475,103.339575,113.12964,108.05331
2019-08-09T21:18:00Z,69.0,53,60,43,40,40,113.12964,112.40445,103.70217,113.492235,108.05331
2019-08-09T21:22:00Z,68.9,56,60,43,40,43,114.217425,112.40445,103.70217,113.492235,107.690715
2019-08-09T21:47:00Z,68.5,57,55,46,45,48,114.942615,113.492235,104.42736,114.942615,109.50369
2019-08-09T21:57:00Z,65.9,54,61,48,43,46,114.217425,113.85483,104.789955,114.942615,109.50369
2019-08-09T22:02:01Z,65.9,55,65,49,44,45,114.58002,113.492235,104.42736,114.942615,109.141095
2019-08-09T22:30:00Z,61.9,53,54,42,47,47,115.667805,114.58002,104.42736,115.667805,109.866285
2019-08-09T23:32:00Z,61.1,46,51,45,44,44,110.95407,109.141095,102.614385,114.217425,106.965525
2019-08-09T23:59:00Z,63.1,40,45,40,40,41,107.690715,106.60293,101.5266,112.40445,106.240335
2019-08-10T00:47:00Z,63.5,52,51,44,47,45,108.05331,105.87774,100.07622,112.40445,105.87774
2019-08-10T01:08:00Z,62.2,49,49,43,45,45,108.415905,106.240335,100.438815,112.767045,105.87774
2019-08-10T01:19:00Z,62.4,49,50,42,42,42,108.7785,106.965525,100.438815,112.40445,105.87774
2019-08-12T14:22:00Z,71.9,20,21,20,19,18,95.362485,93.54951,90.286155,100.07622,93.912105
2019-08-12T14:35:00Z,71.3,20,20,20,20,20,97.17546,95.362485,92.09913,101.889195,95.72508
2019-08-12T14:50:01Z,75.2,28,23,22,25,26,99.713625,96.812865,93.186915,103.70217,98.263245
2019-08-12T14:53:00Z,75.4,24,23,22,23,24,99.713625,96.812865,93.186915,104.064765,98.263245
2019-08-12T15:26:01Z,73.9,22,21,21,22,24,100.438815,97.90065,94.2747,105.15255,99.713625
2019-08-12T15:40:01Z,70.5,22,21,22,22,23,100.438815,98.263245,94.2747,105.515145,99.713625
2019-08-12T15:48:00Z,71.0,22,21,21,22,23,100.438815,97.90065,94.2747,105.515145,99.35103
2019-08-12T15:51:00Z,71.2,22,21,21,22,23,100.80141,97.90065,94.637295,105.515145,99.35103
2019-08-12T16:06:00Z,77.3,24,21,23,23,25,100.80141,98.263245,94.637295,105.515145,99.713625
2019-08-12T16:32:01Z,79.0,25,24,25,26,27,101.5266,99.35103,95.362485,106.60293,100.80141
2019-08-12T16:33:00Z,79.0,25,24,25,26,27,101.5266,99.35103,95.362485,106.60293,100.80141
2019-08-12T16:38:00Z,78.6,26,26,24,26,27,101.889195,99.35103,94.99989,106.965525,101.164005
2019-08-12T16:44:01Z,78.3,27,27,25,27,28,101.889195,99.35103,95.362485,106.60293,100.80141
2019-08-12T16:52:00Z,78.3,31,30,27,29,31,101.889195,99.35103,94.99989,106.965525,101.164005
2019-08-12T16:54:00Z,78.3,31,30,27,29,31,101.889195,99.35103,94.99989,106.965525,101.164005
2019-08-12T18:58:00Z,72.5,33,32,35,31,32,100.438815,99.713625,97.90065,105.87774,98.988435
2019-08-12T18:59:01Z,73.9,33,32,35,33,32,100.438815,99.713625,97.90065,106.240335,98.988435
2019-08-12T19:07:00Z,70.7,38,37,33,33,35,102.97698,101.164005,98.263245,106.240335,100.80141
2019-08-12T19:43:00Z,71.6,40,38,37,38,37,103.70217,101.5266,97.90065,109.50369,102.25179
2019-08-12T19:44:00Z,71.5,40,38,37,38,37,103.70217,101.5266,98.263245,109.866285,102.25179
2019-08-12T20:03:00Z,70.9,41,45,37,35,36,107.32812,105.515145,99.713625,111.316665,104.789955
2019-08-12T20:06:00Z,68.0,41,47,38,35,36,108.415905,106.965525,100.80141,111.316665,104.789955
2019-08-12T20:26:00Z,69.4,35,38,36,34,36,110.591475,109.50369,103.339575,113.85483,108.05331
2019-08-12T20:27:00Z,69.4,35,38,36,34,37,110.591475,109.50369,103.339575,113.85483,108.7785
2019-08-12T20:30:00Z,69.5,35,37,36,34,37,110.591475,109.50369,103.339575,113.85483,108.7785
2019-08-12T20:34:00Z,68.5,35,36,36,34,37,110.591475,109.866285,103.70217,114.58002,109.141095
2019-08-12T21:05:01Z,64.9,28,34,32,28,32,108.7785,108.7785,102.97698,113.12964,108.05331
2019-08-12T21:11:01Z,62.9,28,32,32,29,31,109.141095,108.7785,102.97698,113.12964,108.05331
2019-08-12T21:18:00Z,66.6,29,31,31,28,31,108.7785,108.7785,102.97698,112.767045,108.05331
2019-08-12T21:36:00Z,65.7,30,32,30,30,33,109.50369,108.05331,102.25179,113.12964,108.415905
2019-08-12T21:53:01Z,65.5,40,45,34,36,39,110.95407,110.22888,102.97698,113.85483,108.415905
2019-08-12T21:57:00Z,64.4,44,45,35,36,39,111.67926,110.22888,102.97698,113.85483,108.415905
2019-08-12T21:59:00Z,63.7,40,42,35,35,39,112.041855,110.95407,103.339575,113.85483,108.415905
2019-08-12T22:31:00Z,66.0,43,67,43,39,39,110.22888,108.7785,101.889195,113.12964,106.965525
2019-08-12T22:32:00Z,66.0,43,67,43,39,39,110.22888,108.7785,101.889195,113.12964,106.965525
2019-08-12T22:42:00Z,60.7,42,54,39,39,40,110.591475,108.05331,102.25179,112.40445,106.60293
2019-08-12T22:42:01Z,60.7,42,43,39,35,38,110.591475,109.141095,102.25179,113.12964,107.32812
2019-08-12T22:53:00Z,59.2,39,40,35,36,39,112.041855,110.22888,102.97698,114.58002,108.7785
2019-08-12T23:19:01Z,59.1,40,42,41,42,41,108.7785,106.60293,101.889195,112.767045,107.32812
2019-08-12T23:23:01Z,59.1,40,41,41,40,42,108.7785,106.240335,101.889195,112.40445,106.240335
2019-08-12T23:25:00Z,59.1,45,41,42,40,42,108.7785,106.240335,101.5266,112.40445,106.240335
2019-08-12T23:26:00Z,59.1,45,41,42,40,42,108.7785,106.240335,101.5266,112.40445,106.240335
2019-08-12T23:31:00Z,59.1,48,43,42,41,42,108.05331,106.60293,100.80141,112.40445,105.87774
2019-08-12T23:55:01Z,61.1,35,42,42,37,42,106.240335,104.064765,100.07622,110.22888,104.789955
2019-08-13T00:04:07Z,61.2,35,41,44,35,37,105.15255,103.70217,99.713625,109.866285,103.339575
2019-08-13T00:26:07Z,60.6,36,42,40,35,36,104.789955,104.064765,99.35103,110.22888,103.70217
2019-08-13T00:51:46Z,58.5,51,55,40,45,43,108.7785,106.965525,99.35103,111.67926,105.15255
2019-08-13T00:52:07Z,58.5,51,55,40,45,43,108.7785,106.965525,99.35103,111.67926,105.15255
2019-08-13T03:22:37Z,59.6,27,27,29,27,27,98.988435,96.812865,94.2747,103.339575,97.17546
2019-08-13T03:36:12Z,59.3,30,26,25,26,27,100.07622,97.538055,93.912105,104.064765,97.538055
2019-08-13T04:10:11Z,59.3,27,28,28,28,27,99.35103,97.17546,93.54951,103.70217,97.17546
2019-08-13T13:24:04Z,76.0,18,17,17,17,17,93.912105,92.09913,89.19837,98.988435,93.186915
2019-08-13T13:25:49Z,76.2,18,17,17,17,17,93.912105,92.461725,89.560965,99.35103,93.54951
2019-08-13T13:30:58Z,76.2,18,18,17,18,18,94.637295,92.82432,89.560965,99.35103,93.54951
2019-08-13T13:32:45Z,76.2,20,18,17,18,18,94.637295,92.82432,89.560965,99.35103,93.54951
2019-08-13T14:03:35Z,72.5,18,19,18,18,18,94.637295,92.82432,89.560965,99.713625,93.912105
2019-08-13T14:07:44Z,74.0,18,19,18,18,18,94.99989,92.82432,89.560965,99.713625,93.54951
2019-08-13T14:15:35Z,73.4,19,20,20,19,20,95.72508,94.637295,91.37394,101.164005,95.72508
2019-08-13T14:37:35Z,77.2,25,23,22,24,24,98.263245,96.087675,92.461725,102.97698,96.812865
2019-08-13T15:04:35Z,69.6,23,23,22,23,23,99.35103,97.538055,93.186915,103.70217,97.90065
2019-08-13T15:09:35Z,72.7,23,22,22,23,23,99.35103,97.538055,93.54951,104.064765,97.90065
2019-08-13T15:10:35Z,73.3,23,22,22,23,23,99.35103,97.538055,93.912105,104.064765,97.90065
2019-08-13T15:14:35Z,73.2,24,22,22,23,23,99.713625,97.90065,93.912105,104.42736,97.90065
2019-08-13T15:20:35Z,75.0,23,22,22,22,23,99.713625,97.90065,94.2747,104.789955,98.62584
2019-08-13T15:25:44Z,72.4,22,21,21,21,22,100.07622,97.538055,94.2747,104.42736,98.988435
2019-08-13T15:30:35Z,72.1,22,21,21,22,23,100.07622,97.90065,94.2747,104.42736,98.988435
